structure_type,word_order,seed,split,perplexity,mean_surp,f1,top_ll_per_word,top_ten_neg_entropy_per_word,top_ll_per_sent,top_ten_neg_entropy_per_sent
structure-reduction,111101,3437,cc,35.417798944565654,3.5672144888248813,99.49,-45.87491668681006,-0.0012687598348461494,-552.8386209927494,-0.015289824769730944
linear-reduction,111101,3435,cc,88.46188775349852,4.482571812405773,83.78,-37.68198992533179,-0.0016649266086375355,-366.38198804400037,-0.01618808141578276
linear-reduction,111101,3436,cc,90.78924445745803,4.508540825479428,83.61,-38.0665399270698,-0.0015574535858604555,-370.1209677109002,-0.01514312121532121
linear-reduction,111101,3437,cc,87.88833403874816,4.476067077325203,84.33,-37.718568709729574,-0.0016858972940586934,-366.7376435647002,-0.016391979390132677
no-reduction,111110,3435,cc,33.6214607767419,3.515164576671954,99.54,-81.01624201863801,-0.0009897946790779052,-1232.1355167404486,-0.015053292376756318
no-reduction,111110,3436,cc,33.47021574055499,3.5106559609913766,99.48,-80.95796397513885,-0.0009859902315806116,-1231.249195115902,-0.01499543243699373
no-reduction,111110,3437,cc,33.01031184089336,3.496819992681836,99.57,-80.55997591845697,-0.00102771895085891,-1225.1963937558492,-0.01563006366413773
structure-reduction,111110,3435,cc,35.20090359621174,3.561071752621498,99.44,-46.60495958949878,-0.0013460416780008966,-561.636368013049,-0.016221148261588807
structure-reduction,111110,3436,cc,34.87079069231957,3.5516495358626403,99.45,-46.4181673587378,-0.0014143801777944324,-559.3853348401511,-0.017044695522600704
structure-reduction,111110,3437,cc,35.31057629264967,3.564182530754424,99.39,-46.597800757406084,-0.0013102659085442046,-561.5500969275005,-0.01579001446386621
linear-reduction,111110,3435,cc,96.80609864316155,4.572709994809956,88.97,-39.03972703887175,-0.0017890682237620941,-379.5832659989499,-0.017395110339638843
linear-reduction,111110,3436,cc,99.98981935833079,4.605068374388774,89.41,-39.142994904988214,-0.001796588019697232,-380.58733946119867,-0.017468225315516187
linear-reduction,111110,3437,cc,99.1093059300779,4.596223341367942,90.25,-39.43007883570393,-0.0016611562466884056,-383.37865651955013,-0.016151422186551363
no-reduction,111111,3435,cc,33.33694973621591,3.506666383521618,99.39,-79.91730869559098,-0.001032819256979997,-1215.422389296897,-0.015707631669780286
no-reduction,111111,3436,cc,33.435468045785974,3.509617254085574,98.42,-79.29432856108426,-0.001065800632769776,-1205.9477959212534,-0.01620922892347914
no-reduction,111111,3437,cc,32.87599793259348,3.492742845401274,99.54,-79.3089683445043,-0.0009704025998857155,-1206.1704450674029,-0.014758367940361904
structure-reduction,111111,3435,cc,35.35936789666727,3.565563361384188,99.31,-45.36569068142913,-0.0014859650515136114,-546.7019384019006,-0.017907364835790533
structure-reduction,111111,3436,cc,35.73388797144326,3.5760994814370304,99.01,-45.816581634133904,-0.0014861920203327586,-552.1356252729493,-0.01791010003703007
structure-reduction,111111,3437,cc,35.078076324037546,3.557576329171356,99.42,-45.66285361403218,-0.001337437611463946,-550.2830489027003,-0.016117460655752012
linear-reduction,111111,3435,cc,87.37194793602373,4.470174269311825,84.71,-37.768522035040796,-0.0016278607877656347,-367.2233397466998,-0.015827690439445267
linear-reduction,111111,3436,cc,87.83951873978303,4.475511498918605,84.17,-37.693097608088884,-0.0017731501596894763,-366.4899880434496,-0.017240339002660778
linear-reduction,111111,3437,cc,86.31649366459027,4.458020699927802,84.03,-37.42195363445454,-0.0017695749870689375,-363.8536551877997,-0.017205577599271278
